"category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","37","Peer-to-peer car rental (e.g., Turo, Getaround)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","38","Other vehicle",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","39","Bicycle owned by my household",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","40","Borrowed bicycle (e.g., from friend)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","41","Bike-share (regular bicycle)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","42","Bike-share (electric bicycle)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","43","Other rented bicycle",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","44","Personal scooter or moped (not shared)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","45","Scooter share: electric push scooter",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","46","Scooter share: non-electric push scooter",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","47","Moped share (e.g., Scoot)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","48","Segway",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","49","Other scooter or moped",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","50","Skateboard/rollerblade",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","51","Boat/ferry/water taxi",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","52","Golf cart",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","53","ATV or snowmobile",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","54","Medical transportation service (non-emergency)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","55","Other",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","56","Walk, jog, or roll using a wheelchair",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","995","Missing: Skip logic",NA
"Survey metadata","mode_type_predicted",NA,NA,"Predicted mode type","-9999","Missing: Technical error",NA
"Survey metadata","mode_type_predicted",NA,NA,"Predicted mode type","995","Missing: Skip logic",NA
"Survey metadata","mode_type_predicted",NA,NA,"Predicted mode type","1","Walk",NA
"Survey metadata","mode_type_predicted",NA,NA,"Predicted mode type","2","Bike",NA
"Survey metadata","mode_type_predicted",NA,NA,"Predicted mode type","3","Vehicle",NA
"Survey metadata","mode_type_predicted",NA,NA,"Predicted mode type","4","Transit",NA
"Survey metadata","mode_type_predicted",NA,NA,"Predicted mode type","5","Other",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","-9998","Missing: Non-response",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","1","1 person",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","2","2 people",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","3","3 people",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","4","4 people",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","5","5 people",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","6","6 people",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","7","7 people",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","8","8 people",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","9","9 people",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","10","10 people",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","11","11 people",NA
"Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","995","Missing: Skip logic",NA
"Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","-9998","Missing: Non-response",NA
"Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","0","Nobody (0 people)",NA
"Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","1","1 person",NA
"Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","2","2 people",NA
"Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","3","3 people",NA
"Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","4","4 people",NA
"Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","5","5 or more people",NA
"Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","995","Missing: Skip logic",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","-9998","Missing: Non-response",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","1","1 person",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","2","2 people",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","3","3 people",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","4","4 people",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","5","5 people",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","6","6 people",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","7","7 people",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","8","8 people",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","9","9 people",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","10","10 people",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","11","11 people",NA
"Trips","num_travelers",NA,NA,"Number of people in travel party","995","Missing: Skip logic",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","-9998","Missing: Non-response",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","-1","Missing: Non-imputable",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","1","Home",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","2","Work",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","3","Work-related",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","4","School",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","5","Escort",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","6","Shop",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","7","Meal",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","8","Social/Recreation",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","9","Errand/Other",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","10","Change mode",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","12","Spent the night at non-home location",NA
"Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","14","School-related",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","-9998","Missing: Non-response",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","-1","Missing: Non-imputable",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","1","Went home",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","2","Went to work/work-related/volunteer-related","If employed"
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","3","Attended school/class",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","4","Appointment/shopping/errands",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","5","Drop off, pick up, accompany person",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","7","Social/leisure/vacation activity",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","10","Primary workplace",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","11","Work-related activity (e.g., meeting, delivery, worksite)",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","12","Traveling for work (e.g., going to airport)",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","13","Volunteering",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","14","Other work-related",NA
"Days without travel","no_travel_kids_break","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if any household members are <= age 18","Reason for no travel on travel day: Kids were on school vacation/break","995","Missing: Skip logic",NA
"Days without travel","no_travel_no_transport","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: No available transportation (e.g., no car, no bus)","-9998","Missing: Non-response",NA
"Days without travel","no_travel_no_transport","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: No available transportation (e.g., no car, no bus)","0","No",NA
