"","which_table","variable","wt_field","category","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"761",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","43","Skateboard/rollerblade",NA
"762",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","44","Golf cart",NA
"763",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","45","ATV or snowmobile",NA
"764",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","47","Other motorcycle/moped/scooter",NA
"765",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","49","Uber, Lyft, or other smartphone-app car service",NA
"766",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","55","Express bus",NA
"767",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","59","Peer-to-peer car rental (e.g., Turo, Getaround)",NA
"768",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","60","Other hired car service (e.g., black car, limo)",NA
"769",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","61","Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA
"770",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","62","Employer shuttle/bus","If employed"
"771",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","63","Medical transportation service (non-emergency)",NA
"772",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","69","Bike share (regular bicycle)",NA
"773",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","70","Bike share (electric bicycle)",NA
"774",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","71","Scooter share: electric push scooter",NA
"775",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","72","Scooter share: non-electric push scooter",NA
"776",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","73","Moped share (e.g., Scoot)",NA
"777",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","74","Segway",NA
"778",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","75","Other scooter or similar",NA
"779",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","76","Carpool match (e.g., Waze Carpool)",NA
"780",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","77","Scooter: Personal scooter or moped (not shared)",NA
"781",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","171","Metro Mobility",NA
"782",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","172","Northstar",NA
"783",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","995","Missing: Skip logic",NA
"784",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","997","Other",NA
"785",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","-9998","Missing: Non-response",NA
"786",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","1","Walk, jog, or roll using a mobility device",NA
"787",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","2","Bicycle owned by my household",NA
"788",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","3","Borrowed bicycle (e.g., from friend)",NA
"789",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","4","Other rented bicycle",NA
"790",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","6","HH vehicle 1 ",NA
"791",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","7","HH vehicle 2 ",NA
"792",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","8","HH vehicle 3",NA
"793",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","9","HH vehicle 4",NA
"794",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","10","HH vehicle 5",NA
"795",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","11","HH vehicle 6 ",NA
"796",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","12","HH vehicle 7",NA
"797",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","13","HH vehicle 8",NA
"798",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","16","Other vehicle in household",NA
"799",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","17","Rental car",NA
"800",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","18","Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA
"801",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","21","Vanpool",NA
"802",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","22","Other vehicle",NA
"803",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","23","Local bus",NA
"804",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","24","School bus","If student"
"805",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","25","Intercity bus (e.g., Greyhound, Megabus)",NA
"806",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","26","Other private shuttle/bus (e.g., a hotel's, an airport's)",NA
"807",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","27","Dial-a-Ride (e.g., Transit Link)",NA
"808",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","28","Other bus",NA
"809",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","31","Airplane/helicopter",NA
"810",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","32","Boat/ferry/water taxi",NA
"811",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","33","Car from work",NA
"812",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","34","Friend/relative/colleague's car",NA
"813",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","36","Regular taxi (e.g., Yellow Cab)",NA
"814",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","37","Lyft Line, Uberpool, or other shared-ride",NA
"815",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","38","University shuttle/bus",NA
"816",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","39","Light rail (e.g., Blue Line, Green Line)",NA
"817",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","41","Intercity rail (e.g., Amtrak)",NA
"818",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","42","Other rail",NA
"819",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","43","Skateboard/rollerblade",NA
"820",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","44","Golf cart",NA
"821",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","45","ATV or snowmobile",NA
"822",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","47","Other motorcycle/moped/scooter",NA
"823",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","49","Uber, Lyft, or other smartphone-app car service",NA
"824",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","55","Express bus",NA
"825",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","59","Peer-to-peer car rental (e.g., Turo, Getaround)",NA
"826",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","60","Other hired car service (e.g., black car, limo)",NA
"827",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","61","Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA
"828",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","62","Employer shuttle/bus","If employed"
"829",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","63","Medical transportation service (non-emergency)",NA
"830",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","69","Bike share (regular bicycle)",NA
"831",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","70","Bike share (electric bicycle)",NA
"832",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","71","Scooter share: electric push scooter",NA
"833",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","72","Scooter share: non-electric push scooter",NA
"834",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","73","Moped share (e.g., Scoot)",NA
"835",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","74","Segway",NA
"836",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","75","Other scooter or similar",NA
"837",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","76","Carpool match (e.g., Waze Carpool)",NA
"838",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","77","Scooter: Personal scooter or moped (not shared)",NA
"839",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","171","Metro Mobility",NA
"840",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","172","Northstar",NA
"841",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","995","Missing: Skip logic",NA
"842",NA,"mode_3",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","997","Other",NA
