"","category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic","which_table","wt_field"
"754","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","30","Other vehicle in household",NA,"trip","trip_weight"
"755","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","31","Other motorcycle",NA,"trip","trip_weight"
"756","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","32","Car from work",NA,"trip","trip_weight"
"757","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","33","Friend/relative/colleague's car",NA,"trip","trip_weight"
"758","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","34","Rental car",NA,"trip","trip_weight"
"759","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","35","Carpool match (e.g., Waze Carpool)",NA,"trip","trip_weight"
"760","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","36","Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA,"trip","trip_weight"
"761","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","37","Peer-to-peer car rental (e.g., Turo, Getaround)",NA,"trip","trip_weight"
"762","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","38","Other vehicle",NA,"trip","trip_weight"
"763","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","39","Bicycle owned by my household",NA,"trip","trip_weight"
"764","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","40","Borrowed bicycle (e.g., from friend)",NA,"trip","trip_weight"
"765","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","41","Bike-share (regular bicycle)",NA,"trip","trip_weight"
"766","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","42","Bike-share (electric bicycle)",NA,"trip","trip_weight"
"767","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","43","Other rented bicycle",NA,"trip","trip_weight"
"768","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","44","Personal scooter or moped (not shared)",NA,"trip","trip_weight"
"769","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","45","Scooter share: electric push scooter",NA,"trip","trip_weight"
"770","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","46","Scooter share: non-electric push scooter",NA,"trip","trip_weight"
"771","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","47","Moped share (e.g., Scoot)",NA,"trip","trip_weight"
"772","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","48","Segway",NA,"trip","trip_weight"
"773","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","49","Other scooter or moped",NA,"trip","trip_weight"
"774","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","50","Skateboard/rollerblade",NA,"trip","trip_weight"
"775","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","51","Boat/ferry/water taxi",NA,"trip","trip_weight"
"776","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","52","Golf cart",NA,"trip","trip_weight"
"777","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","53","ATV or snowmobile",NA,"trip","trip_weight"
"778","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","54","Medical transportation service (non-emergency)",NA,"trip","trip_weight"
"779","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","55","Other",NA,"trip","trip_weight"
"780","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","56","Walk, jog, or roll using a wheelchair",NA,"trip","trip_weight"
"781","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","995","Missing: Skip logic",NA,"trip","trip_weight"
"782","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","-9998","Missing: Non-response",NA,"trip","trip_weight"
"783","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","1","1 person",NA,"trip","trip_weight"
"784","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","2","2 people",NA,"trip","trip_weight"
"785","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","3","3 people",NA,"trip","trip_weight"
"786","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","4","4 people",NA,"trip","trip_weight"
"787","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","5","5 people",NA,"trip","trip_weight"
"788","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","6","6 people",NA,"trip","trip_weight"
"789","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","7","7 people",NA,"trip","trip_weight"
"790","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","8","8 people",NA,"trip","trip_weight"
"791","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","9","9 people",NA,"trip","trip_weight"
"792","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","10","10 people",NA,"trip","trip_weight"
"793","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","11","11 people",NA,"trip","trip_weight"
"794","Trips","num_hh_travelers","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Number of  household members on trip ","995","Missing: Skip logic",NA,"trip","trip_weight"
"795","Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","-9998","Missing: Non-response",NA,"trip","trip_weight"
"796","Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","0","Nobody (0 people)",NA,"trip","trip_weight"
"797","Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","1","1 person",NA,"trip","trip_weight"
"798","Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","2","2 people",NA,"trip","trip_weight"
"799","Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","3","3 people",NA,"trip","trip_weight"
"800","Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","4","4 people",NA,"trip","trip_weight"
"801","Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","5","5 or more people",NA,"trip","trip_weight"
"802","Trips","num_non_hh_travelers","How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.",NA,"Number of non-household members on trip","995","Missing: Skip logic",NA,"trip","trip_weight"
"803","Trips","num_travelers",NA,NA,"Number of people in travel party","-9998","Missing: Non-response",NA,"trip","trip_weight"
"804","Trips","num_travelers",NA,NA,"Number of people in travel party","1","1 person",NA,"trip","trip_weight"
"805","Trips","num_travelers",NA,NA,"Number of people in travel party","2","2 people",NA,"trip","trip_weight"
"806","Trips","num_travelers",NA,NA,"Number of people in travel party","3","3 people",NA,"trip","trip_weight"
"807","Trips","num_travelers",NA,NA,"Number of people in travel party","4","4 people",NA,"trip","trip_weight"
"808","Trips","num_travelers",NA,NA,"Number of people in travel party","5","5 people",NA,"trip","trip_weight"
"809","Trips","num_travelers",NA,NA,"Number of people in travel party","6","6 people",NA,"trip","trip_weight"
"810","Trips","num_travelers",NA,NA,"Number of people in travel party","7","7 people",NA,"trip","trip_weight"
"811","Trips","num_travelers",NA,NA,"Number of people in travel party","8","8 people",NA,"trip","trip_weight"
"812","Trips","num_travelers",NA,NA,"Number of people in travel party","9","9 people",NA,"trip","trip_weight"
"813","Trips","num_travelers",NA,NA,"Number of people in travel party","10","10 people",NA,"trip","trip_weight"
"814","Trips","num_travelers",NA,NA,"Number of people in travel party","11","11 people",NA,"trip","trip_weight"
"815","Trips","num_travelers",NA,NA,"Number of people in travel party","995","Missing: Skip logic",NA,"trip","trip_weight"
"816","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","-9998","Missing: Non-response",NA,"trip","trip_weight"
"817","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","-1","Missing: Non-imputable",NA,"trip","trip_weight"
"818","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","1","Home",NA,"trip","trip_weight"
"819","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","2","Work",NA,"trip","trip_weight"
"820","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","3","Work-related",NA,"trip","trip_weight"
"821","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","4","School",NA,"trip","trip_weight"
"822","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","5","Escort",NA,"trip","trip_weight"
"823","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","6","Shop",NA,"trip","trip_weight"
"824","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","7","Meal",NA,"trip","trip_weight"
"825","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","8","Social/Recreation",NA,"trip","trip_weight"
"826","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","9","Errand/Other",NA,"trip","trip_weight"
"827","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","10","Change mode",NA,"trip","trip_weight"
"828","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","12","Spent the night at non-home location",NA,"trip","trip_weight"
"829","Trips","o_purpose_category_imputed",NA,NA,"Origin purpose category imputed","14","School-related",NA,"trip","trip_weight"
"830","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","-9998","Missing: Non-response",NA,"trip","trip_weight"
"831","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","-1","Missing: Non-imputable",NA,"trip","trip_weight"
"832","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","1","Went home",NA,"trip","trip_weight"
"833","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","2","Went to work/work-related/volunteer-related","If employed","trip","trip_weight"
"834","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","3","Attended school/class",NA,"trip","trip_weight"
"835","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","4","Appointment/shopping/errands",NA,"trip","trip_weight"
"836","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","5","Drop off, pick up, accompany person",NA,"trip","trip_weight"
