which_table,category,variable,survey_question,variable_logic,variable_label,value,value_label,value_logic,wt_field
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,3,3 people,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,4,4 people,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,5,5 people,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,6,6 people,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,7,7 people,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,8,8 people,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,9,9 people,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,10,10 people,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,11,11 people,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,995,Missing: Skip logic,NA,trip_weight
trip,Trips,d_purpose_imputed,"What type of place were you going to? Derived from respondent's answer, and verified against location data.",NA,Destination place type - detailed categories,997,Other purpose,NA,trip_weight
trip,PII,d_purpose_other,NA,NA,NA,NA,NA,NA,trip_weight
trip,Trips,o_purpose_category_broad,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - very broad categories,NA,NA,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,-1,Missing: Non-imputable,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,1,Home,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,2,Work,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,3,Work-related,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,4,School,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,5,Escort,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,6,Shop,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,7,Meal,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,8,Social/Recreation,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,9,Errand/Other,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,10,Change mode,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,12,Spent the night at non-home location,NA,trip_weight
trip,Trips,o_purpose_category_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - broad categories,14,School-related,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,-1,Missing: Non-imputable,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,1,Went home,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,2,Went to work/work-related/volunteer-related,If employed,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,3,Attended school/class,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,4,Appointment/shopping/errands,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,5,"Drop off, pick up, accompany person",NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,7,Social/leisure/vacation activity,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,10,Primary workplace,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,11,"Work-related activity (e.g., meeting, delivery, worksite)",NA,trip_weight
day,Days without travel,no_travel_kids_break,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if any household members are <= age 18,Reason for no travel on travel day: Kids were on school vacation/break,995,Missing: Skip logic,NA,day_weight
day,Days without travel,no_travel_no_transport,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,"Reason for no travel on travel day: No available transportation (e.g., no car, no bus)",-9998,Missing: Non-response,NA,day_weight
day,Days without travel,no_travel_no_transport,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,"Reason for no travel on travel day: No available transportation (e.g., no car, no bus)",0,No,NA,day_weight
day,Days without travel,no_travel_no_transport,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,"Reason for no travel on travel day: No available transportation (e.g., no car, no bus)",1,Yes,NA,day_weight
day,Days without travel,no_travel_no_transport,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,"Reason for no travel on travel day: No available transportation (e.g., no car, no bus)",995,Missing: Skip logic,NA,day_weight
day,Days without travel,no_travel_no_work,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if employed,Reason for no travel on travel day: Not scheduled to work/took day off,-9998,Missing: Non-response,NA,day_weight
day,Days without travel,no_travel_no_work,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if employed,Reason for no travel on travel day: Not scheduled to work/took day off,0,No,NA,day_weight
day,Days without travel,no_travel_no_work,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if employed,Reason for no travel on travel day: Not scheduled to work/took day off,1,Yes,NA,day_weight
day,Days without travel,no_travel_no_work,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if employed,Reason for no travel on travel day: Not scheduled to work/took day off,995,Missing: Skip logic,NA,day_weight
day,Days without travel,no_travel_other,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,Reason for no travel on travel day: Other reason,-9998,Missing: Non-response,NA,day_weight
day,Days without travel,no_travel_other,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,Reason for no travel on travel day: Other reason,0,No,NA,day_weight
day,Days without travel,no_travel_other,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,Reason for no travel on travel day: Other reason,1,Yes,NA,day_weight
day,Days without travel,no_travel_other,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,Reason for no travel on travel day: Other reason,995,Missing: Skip logic,NA,day_weight
day,Days without travel,no_travel_sick,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,Reason for no travel on travel day: Was sick or was caring for another person,-9998,Missing: Non-response,NA,day_weight
day,Days without travel,no_travel_sick,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,Reason for no travel on travel day: Was sick or was caring for another person,0,No,NA,day_weight
day,Days without travel,no_travel_sick,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,Reason for no travel on travel day: Was sick or was caring for another person,1,Yes,NA,day_weight
