which_table,category,variable,variable_label,survey_question,variable_logic,value,value_label,wt_field
per,,work_county,Work location: County,,NA,55019,Clark,person_weight
per,,work_county,Work location: County,,NA,55021,Columbia,person_weight
per,,work_county,Work location: County,,NA,55023,Crawford,person_weight
per,,work_county,Work location: County,,NA,55025,Dane,person_weight
per,,work_county,Work location: County,,NA,55027,Dodge,person_weight
per,,work_county,Work location: County,,NA,55029,Door,person_weight
per,,work_county,Work location: County,,NA,55031,Douglas,person_weight
per,,work_county,Work location: County,,NA,55033,Dunn,person_weight
per,,work_county,Work location: County,,NA,55035,Eau Claire,person_weight
per,,work_county,Work location: County,,NA,55037,Florence,person_weight
per,,work_county,Work location: County,,NA,55039,Fond du Lac,person_weight
per,,work_county,Work location: County,,NA,55041,Forest,person_weight
per,,work_county,Work location: County,,NA,55043,Grant,person_weight
per,,work_county,Work location: County,,NA,55045,Green,person_weight
per,,work_county,Work location: County,,NA,55047,Green Lake,person_weight
per,,work_county,Work location: County,,NA,55049,Iowa,person_weight
per,,work_county,Work location: County,,NA,55051,Iron,person_weight
per,,work_county,Work location: County,,NA,55053,Jackson,person_weight
per,,work_county,Work location: County,,NA,55055,Jefferson,person_weight
per,,work_county,Work location: County,,NA,55057,Juneau,person_weight
per,,work_county,Work location: County,,NA,55059,Kenosha,person_weight
per,,work_county,Work location: County,,NA,55061,Kewaunee,person_weight
per,,work_county,Work location: County,,NA,55063,La Crosse,person_weight
per,,work_county,Work location: County,,NA,55065,Lafayette,person_weight
per,,work_county,Work location: County,,NA,55067,Langlade,person_weight
per,,work_county,Work location: County,,NA,55069,Lincoln,person_weight
per,,work_county,Work location: County,,NA,55071,Manitowoc,person_weight
per,,work_county,Work location: County,,NA,55073,Marathon,person_weight
per,,work_county,Work location: County,,NA,55075,Marinette,person_weight
per,,work_county,Work location: County,,NA,55077,Marquette,person_weight
per,,work_county,Work location: County,,NA,55078,Menominee,person_weight
per,,work_county,Work location: County,,NA,55079,Milwaukee,person_weight
per,,work_county,Work location: County,,NA,55081,Monroe,person_weight
per,,work_county,Work location: County,,NA,55083,Oconto,person_weight
per,,work_county,Work location: County,,NA,55085,Oneida,person_weight
per,,work_county,Work location: County,,NA,55087,Outagamie,person_weight
per,,work_county,Work location: County,,NA,55089,Ozaukee,person_weight
per,,work_county,Work location: County,,NA,55091,Pepin,person_weight
per,,work_county,Work location: County,,NA,55093,Pierce,person_weight
per,,work_county,Work location: County,,NA,55095,Polk,person_weight
per,,work_county,Work location: County,,NA,55097,Portage,person_weight
per,,work_county,Work location: County,,NA,55099,Price,person_weight
per,,work_county,Work location: County,,NA,55101,Racine,person_weight
per,,work_county,Work location: County,,NA,55103,Richland,person_weight
per,,work_county,Work location: County,,NA,55105,Rock,person_weight
per,,work_county,Work location: County,,NA,55107,Rusk,person_weight
per,,work_county,Work location: County,,NA,55109,St Croix,person_weight
per,,work_county,Work location: County,,NA,55111,Sauk,person_weight
per,,work_county,Work location: County,,NA,55113,Sawyer,person_weight
per,,work_county,Work location: County,,NA,55115,Shawano,person_weight
per,,work_county,Work location: County,,NA,55117,Sheboygan,person_weight
per,,work_county,Work location: County,,NA,55119,Taylor,person_weight
per,,work_county,Work location: County,,NA,55121,Trempealeau,person_weight
per,,work_county,Work location: County,,NA,55123,Vernon,person_weight
per,,work_county,Work location: County,,NA,55125,Vilas,person_weight
per,,work_county,Work location: County,,NA,55127,Walworth,person_weight
per,,work_county,Work location: County,,NA,55129,Washburn,person_weight
per,,work_county,Work location: County,,NA,55131,Washington,person_weight
per,,work_county,Work location: County,,NA,55133,Waukesha,person_weight
per,,work_county,Work location: County,,NA,55135,Waupaca,person_weight
per,,work_county,Work location: County,,NA,55137,Waushara,person_weight
per,,work_county,Work location: County,,NA,55139,Winnebago,person_weight
per,,work_county,Work location: County,,NA,55141,Wood,person_weight
per,,work_freq,Work days per week,,"If employed full-time, part-time, self-employed or volunteer/intern",1,6-7 days a week,person_weight
per,,work_freq,Work days per week,,"If employed full-time, part-time, self-employed or volunteer/intern",2,5 days a week,person_weight
per,,work_freq,Work days per week,,"If employed full-time, part-time, self-employed or volunteer/intern",3,4 days a week,person_weight
per,,work_freq,Work days per week,,"If employed full-time, part-time, self-employed or volunteer/intern",4,3 days a week,person_weight
per,,work_freq,Work days per week,,"If employed full-time, part-time, self-employed or volunteer/intern",5,2 days a week,person_weight
per,,work_freq,Work days per week,,"If employed full-time, part-time, self-employed or volunteer/intern",6,1 day a week,person_weight
per,,work_freq,Work days per week,,"If employed full-time, part-time, self-employed or volunteer/intern",7,9 days every 2 weeks,person_weight
per,,work_freq,Work days per week,,"If employed full-time, part-time, self-employed or volunteer/intern",995,Missing,person_weight
per,,work_freq,Work days per week,,"If employed full-time, part-time, self-employed or volunteer/intern",997,Other,person_weight
per,,work_hours,How many hours typically works per week,,"If employed full-time, part-time, self-employed or volunteer/intern",1,50 or more,person_weight
per,,work_hours,How many hours typically works per week,,"If employed full-time, part-time, self-employed or volunteer/intern",2,40 to 49,person_weight
per,,work_hours,How many hours typically works per week,,"If employed full-time, part-time, self-employed or volunteer/intern",3,35 to 39,person_weight
per,,work_hours,How many hours typically works per week,,"If employed full-time, part-time, self-employed or volunteer/intern",4,30 to 34,person_weight
per,,work_hours,How many hours typically works per week,,"If employed full-time, part-time, self-employed or volunteer/intern",5,20 to 29,person_weight
per,,work_hours,How many hours typically works per week,,"If employed full-time, part-time, self-employed or volunteer/intern",6,10 to 19,person_weight
per,,work_hours,How many hours typically works per week,,"If employed full-time, part-time, self-employed or volunteer/intern",7,Fewer than 10,person_weight
per,,work_hours,How many hours typically works per week,,"If employed full-time, part-time, self-employed or volunteer/intern",8,Hours vary greatly week to week,person_weight
per,,work_hours,How many hours typically works per week,,"If employed full-time, part-time, self-employed or volunteer/intern",995,Missing,person_weight
per,,work_in_mpo,NA,,NA,NA,NA,person_weight
per,,work_in_region,Work is in study region,,NA,0,Not in study region,person_weight
per,,work_in_region,Work is in study region,,NA,1,In study region,person_weight
per,,work_in_region,Work is in study region,,NA,995,Missing,person_weight
per,,work_lat,NA,,NA,NA,NA,person_weight
per,,work_lon,NA,,NA,NA,NA,person_weight
per,,work_mode,Typical travel mode to work,,If doesn't drive for a living/doesn't always work from home,1,"Walk, jog, or roll using a mobility device",person_weight
per,,work_mode,Typical travel mode to work,,If doesn't drive for a living/doesn't always work from home,100,Household vehicle (or motorcycle),person_weight
per,,work_mode,Typical travel mode to work,,If doesn't drive for a living/doesn't always work from home,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)",person_weight
per,,work_mode,Typical travel mode to work,,If doesn't drive for a living/doesn't always work from home,102,"Bus, shuttle, or vanpool",person_weight
per,,work_mode,Typical travel mode to work,,If doesn't drive for a living/doesn't always work from home,103,Bicycle or e-bicycle,person_weight
per,,work_mode,Typical travel mode to work,,If doesn't drive for a living/doesn't always work from home,104,Other,person_weight
per,,work_mode,Typical travel mode to work,,If doesn't drive for a living/doesn't always work from home,105,"Rail (e.g., light rail)",person_weight
per,,work_mode,Typical travel mode to work,,If doesn't drive for a living/doesn't always work from home,106,"Uber/Lyft, taxi, or car service",person_weight
per,,work_mode,Typical travel mode to work,,If doesn't drive for a living/doesn't always work from home,107,"Scooter, moped, or skateboard",person_weight
per,,work_mode,Typical travel mode to work,,If doesn't drive for a living/doesn't always work from home,201,SouthWest Prime or MVTA Connect,person_weight
per,,work_mode,Typical travel mode to work,,If doesn't drive for a living/doesn't always work from home,995,Missing,person_weight
per,,work_mode_pre_covid,Type of commute to work prior to Covid,,"If job_type_pre_covid is not """"work only from home""""",1,"Walk, jog, or roll using a mobility device",person_weight
per,,work_mode_pre_covid,Type of commute to work prior to Covid,,"If job_type_pre_covid is not """"work only from home""""",100,Household vehicle (or motorcycle),person_weight
per,,work_mode_pre_covid,Type of commute to work prior to Covid,,"If job_type_pre_covid is not """"work only from home""""",101,"Other vehicle (e.g., friend's car, rental, carshare, work car)",person_weight
per,,work_mode_pre_covid,Type of commute to work prior to Covid,,"If job_type_pre_covid is not """"work only from home""""",102,"Bus, shuttle, or vanpool",person_weight
per,,work_mode_pre_covid,Type of commute to work prior to Covid,,"If job_type_pre_covid is not """"work only from home""""",103,Bicycle or e-bicycle,person_weight
per,,work_mode_pre_covid,Type of commute to work prior to Covid,,"If job_type_pre_covid is not """"work only from home""""",105,"Rail (e.g., light rail)",person_weight
per,,work_mode_pre_covid,Type of commute to work prior to Covid,,"If job_type_pre_covid is not """"work only from home""""",106,"Uber/Lyft, taxi, or car service",person_weight
per,,work_mode_pre_covid,Type of commute to work prior to Covid,,"If job_type_pre_covid is not """"work only from home""""",107,"Scooter, moped, or skateboard",person_weight
per,,work_mode_pre_covid,Type of commute to work prior to Covid,,"If job_type_pre_covid is not """"work only from home""""",201,SouthWest Prime or MVTA Connect,person_weight
per,,work_mode_pre_covid,Type of commute to work prior to Covid,,"If job_type_pre_covid is not """"work only from home""""",995,Missing,person_weight
per,,work_mode_pre_covid,Type of commute to work prior to Covid,,"If job_type_pre_covid is not """"work only from home""""",997,Other,person_weight
per,,work_mode_season,Alternate commute method to work depending on season,,If work mode varies by season,1,"Walk, jog, or roll using a mobility device",person_weight
per,,work_mode_season,Alternate commute method to work depending on season,,If work mode varies by season,100,Household vehicle (or motorcycle),person_weight
per,,work_mode_season,Alternate commute method to work depending on season,,If work mode varies by season,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)",person_weight
per,,work_mode_season,Alternate commute method to work depending on season,,If work mode varies by season,102,"Bus, shuttle, or vanpool",person_weight
